name,x,y
umbrela,0.9276999,0.123
girl2,-0.3285,0.6125
chairoutside2,-0.6738,-0.3738
plant3,0.9129,-0.427
treehang2,0.4816,0.8988
sofa,0.0043,0.5098
flower (2),-0.732,-0.909
glassboy,0.457,0.0117
chairoutside3,-0.3027,-0.6434
self1,-0.9035,0.6273
cup,-0.4668,0.5785
sign2,0.8898,-0.0508
bookself,0.5352,-0.4023
banner2,-0.2488,-0.1957
lamp5,0.632,0.8793
dog_reuse,-0.1531,-0.9016
girl3,-0.2062,0.55
girl4,0.7258,0.2113
chairoutside4,-0.5434,-0.4598
lamp4,0.3164,0.9023
sidechair copy,0.3594,0.2395
bigsofa,0.7258,-0.6699
self2,-0.6988,0.6977
chairoutside5,-0.1645,-0.734
plant,0.1355,-0.5516
cafexay,-0.8871,0.6871
staff,-0.7711,0.5219
cat,0.8516,-0.2234
lamp3,-0.3668,0.9203
sofa2,0.1395,-0.1828
mat,0.6668,0.0445
sidetable,0.3848,0.3711
staffoutside,-0.3781,-0.8902
bag2,-0.6633,0.752
plant1,-0.15,0.7762
chairoutside,-0.6813,-0.7281
sofa (2),-0.4996,0.1844
tableoutside,-0.8719,-0.4445
girlwalk,-0.8891,-0.7406
book2,0.5945,-0.5238
girlsit,-0.0277,0.5516
trashcan_reuse,-0.2641,0.7668
banana,0.2969,-0.0777
meneat,0.15,-0.1477
roof,-0.7871,-0.0375
cirletable3,-0.0777,0.298
sidechair,0.2203,0.3387
chairoutside6,-0.9027001,-0.2051
sofaback,-0.1,-0.0434
menusign,0.1449,-0.916
cirletable4,0.3906,-0.5844
girlsit (2),-0.3523,-0.5992
boysit,-0.6508,-0.6414
girl4 (2),0.6742,-0.1617
icecream,0.4125,0.4445
window,0.0012,0.8108999
coffeemachine,-0.4547,0.6852
cup2,-0.9351999,-0.3418
table3,-0.5523,0.4867
sofaback2,0.0203,0.148
girlbean,-0.427,0.2066
tableoutside2,-0.4977,-0.6883
icecream2,0.5152,0.4133
cirletable,-0.2559,0.073
trashcan2,0.5422,0.2316
lamp,0.1613,0.5711
man,0.7449,-0.6164
sofa3,-0.3098,0.3461
leaf5,0.8867,-0.9104999
squaretable,0.3152,-0.3
cake,0.5324,-0.298
airplane,0.632,0.5453
teamilk,0.3609,-0.216
strayfood,-0.2184,0.157
poster2,-0.7152,0.8793
flower3,0.3445,0.5383
mannewpaper,-0.7121,-0.3344
plant1 (2),0.3992,-0.4996
drink,-0.457,-0.5566
cup2 (2),-0.1152,0.3781
book,-0.0234,0.3613
tablecash,-0.8141001,0.3555
mansit,0.2613,0.4594
plant5,0.018,-0.7977
cash,-0.7246,0.4441
girl6,0.459,-0.7598
poster,-0.9027001,0.8551
flower,-0.8406,-0.3305
bag (2),-0.7383,0.727
treehang,0.168,0.9035
banner,-0.8977,0.1801
cupcake,-0.8988,0.4094
bag,0.1078,-0.3312
light7,0.8527001,0.8711001
roof2,-0.5027,-0.2188
lamp2,-0.5395,0.9027001
girl,0.2145,0.1176
student,-0.2531,0.3613
tea,-0.5984,0.5336
paper,-0.5223,-0.6207
