name,x,y
lamp2,0.293,0.9106
book,0.2065,-0.6953
bookshelve,0.519,0.438
board,-0.5513,0.5884
boysit,0.3252,-0.7236
airplane,-0.2227,0.6504
tablepc,0.2168,0.29
lamp1,-0.6113,0.9146
door,0.8281,0.3984
apple,-0.2993,-0.3481
paper,-0.707,-0.3325
pic1,-0.8652,0.8101
bigtable,0.4258,-0.1045
table3,0.6621,-0.8584
pic4,0.2539,0.7202
teacher,-0.4199,0.2241
girl2,-0.1367,-0.7246
clock,0.8071,0.8574
ruler,0.6714,-0.8608
pic2,-0.3472,0.9048
tableteacher,-0.3726,0.0811
texbook,0.6104,-0.0566
smallbag,0.4316,-0.0596
table1,-0.3301,-0.395
boy1,-0.7383,-0.7231
radio,0.52,0.7568
plant1,0.4956,0.1123
ball,0.0278,-0.4336
paint,-0.8662,-0.2358
bookbox1,-0.8193,-0.8042
trashcan,-0.5903,-0.167
teacherpen,-0.2905,0.2075
penbox,0.3115,0.4268
girlsit,0.7412,-0.1641
cat,0.8423,-0.6162
window,0.0088,0.7017
laptop,0.3218,0.0532
banana,-0.1606,-0.1641
banner,-0.8325,0.3271
pc,0.1851,0.4512
umbrela,-0.77,0.0581
boydoor,0.8418,0.4009
globle,-0.1963,0.2729
girlsit2,0.2363,-0.1348
bookpile,-0.5688,0.1758
hat,0.896,0.1675
bag,0.5728,-0.4038
pic3,-0.8711,0.5234
bookbox2,-0.5776,-0.877
girl1,0.0278,0.3647
