name,x,y
Gabage 3_reuse,0.8877,0.1499
ball,-0.1074,0.2275
Menu_beer,0.9248,0.4829
BEER,0.9126,0.6064
romace_candle,0.8003,-0.8247
flowers,0.6899,-0.8335
girl_shy,0.7500,-0.6660
flirting_dude,0.5688,-0.6748
trolly_food,0.4429,0.1733
guy_drinking,0.7847,0.3848
waiting_chair,0.4717,0.4082
chair,-0.2759,0.0410
armchair,-0.2305,-0.7666
fire_light,0.2217,-0.4604
security,0.0820,-0.5918
tree_decor,-0.0156,-0.8721
wall_1,-0.6172,-0.2031
living_guest,0.0825,-0.1782
circle_floor_light,-0.1372,0.0000
tree_fence,0.7080,-0.4834
floor_light,0.0127,0.3149
trash_can_rest,-0.7485,0.5005
beer_machine,0.8130,0.6777
waiter_1,0.1489,0.1973
kid_running_in,-0.2378,0.3481
cleaner,-0.7358,-0.5708
decor_light_5,0.3311,-0.5537
decor_light_3,-0.9517,-0.3750
pod,-0.2612,-0.3882
sign,-0.1372,-0.2500
decor_bushes,-0.7529,-0.9219
table_3,-0.5000,-0.6133
candle,0.8286,-0.1211
plate,0.5801,-0.1191
meat,0.7148,-0.0908
table_2,0.7212,-0.2251
guest_5,0.3911,-0.1719
waiter_3,0.6006,0.0752
drinks,-0.6733,0.3428
food_table_1,-0.4404,0.2495
post_card,-0.6001,0.2153
table_light,-0.5361,0.3511
guess_eating,-0.8315,0.2065
table_1,-0.5415,0.1167
guess,0.3037,0.4946
today Dishes,-0.0278,0.5283
new_order,0.5708,0.7910
sign_2,0.3438,0.9248
light,0.6357,0.9004
MENU,0.4951,0.6978
picture,-0.5527,0.7466
waiter,0.3623,0.7598
owner_pic,0.0981,0.8574
cashier_rest,0.1523,0.6982
light_decor,-0.5898,0.8906
flowers_pod,-0.8960,0.5190
kid_play_with_cat,-0.5938,0.5708
can_window,-0.7847,0.7622
WELCOME,-0.3745,0.9282
man_door,-0.2119,0.6782
