name,x,y
board9,0.4243,-0.0581
camera1_reuse,-0.0063,-0.2607
waves,-0.27,0.4839
man6,0.8569,-0.3057
man3 (2),0.2339,-0.3926
micro,-0.0547,0.8516
light2,0.6509,0.0376
noodles,-0.6797,0.4849
girl5,0.0156,-0.583
man2,0.5166,-0.8325
sun,0.3086,0.1953
crab1,0.772,-0.415
window1,-0.0669,0.104
gate,-0.4551,0.8291
board7,-0.1079,-0.0215
food4,0.8843,0.2817
fish1,-0.7041,-0.8921
box1,-0.1514,-0.4678
knife,0.8179,-0.1167
food1,-0.1924,0.21
gift2,-0.4575,-0.4531
shoes,-0.8638,0.6211
board1,0.3135,0.5562
cat1,0.5718,0.9155
hat1,-0.3188,-0.4561
girl3,0.3833,-0.3345
luckycat_reuse,-0.6943,0.1172
cloud1,0.3398,0.3408
food2,0.6118,0.3677
window2,-0.4429,0.21
girl6,0.3643,-0.624
cat11_reuse,-0.6187,0.6787
food3,0.7529,0.3955
board10,0.6177,-0.4878
sushi1,-0.0469,0.3071
headphone_reuse,0.9097,0.8965
girl1,-0.2832,-0.2651
fish2,-0.7705,-0.8286
fish2_reuse,0.6133,-0.1113
gift1,-0.5664,-0.2603
man1,0.5762,-0.8223
tower,-0.8662109,0.0049
phitieu,0.1108,0.7671
man3,-0.229,0.7261
lucky,-0.3145,-0.0356
board2,0.7456,0.7349
dog,-0.7124,-0.3906
fish3,0.8813,-0.4102
eggs,-0.563,-0.0396
umbrella,0.4092,-0.4937
bird1,0.1445,0.0898
board6,0.1484,-0.3535
guess_reuse,-0.3184,-0.6816
board8,0.4565,0.2441
text1,0.3027,0.543
beer1_reuse,0.2798,-0.915
cloud2,0.2461,0.9238
plant2,0.8145,-0.7354
light1,0.2798,-0.1372
board4,0.1226,-0.1582
phone_reuse,0.5864,0.207
bag,-0.8872,0.8711
sushi_reuse,-0.8911,-0.6475
board3,0.8813,0.0977
plant1,-0.4575,0.5752
girl2,-0.166,-0.856
column,0.7515,0.5366
flower_reuse,-0.6729,0.917
man4,0.1748,-0.6909
man5,0.6123,-0.2944
girl4,-0.9175,-0.3433
board5,0.1235,0.2837
