name,x,y
sign9,-0.8434,-0.5547
girl5,0.3246,-0.6699
photo,-0.6852,-0.9004
ballon2,0.9148,-0.484
phao3,0.5391,-0.2145
bag2,-0.9238,0.7711
gecko,-0.9035,0.1309
hanger,0.55,0.3578
paper (2),0.6352,0.1387
man2,-0.2344,0.0227
plant6,0.2789,-0.5984
bag3,0.0418,0.752
light,-0.5336,0.9069999
lamp2,0.8602,-0.3574
girl3,0.9074,-0.1617
girl8,-0.2797,-0.6852
chair2,0.675,-0.1055
suitcase2,-0.643,-0.2129
banner2,-0.8430001,-0.3645
bag,0.7133,-0.1895
bird,-0.6289,0.2016
flower,0.0828,0.2293
boy,0.5719,0.2129
man,-0.3945,-0.0809
girl2,-0.6195,-0.0258
foodbag,0.5098,0.0137
pic,0.6203,-0.4422
boy2,-0.9132999,0.3875
plant7,0.1879,0.7453
trashcan,-0.9241999,-0.0441
spider,-0.8836001,0.9332
hotdog,0.5945,0.7391
grandma,-0.7637,-0.0723
door,-0.909,-0.7996
paper,0.7879,-0.0809
girl,-0.7895,0.2746
hat,0.8855001,0.7387
sign3,0.8453,0.1523
pic3,0.0609,0.577
note,0.6477,-0.8960999
chair,0.2969,-0.0738
cola,-0.707,-0.4602
flower3,0.0414,-0.7133
cup,0.3789,-0.2289
girl9,0.7234,0.8019999
apple,-0.4969,-0.2254
suitcase,-0.607,0.7551
window,-0.7582,-0.7395
sign,-0.7828,0.6687
arrow,-0.1723,0.3418
ballon3,-0.2305,0.7688
pic2,0.1285,-0.5328
sign7,0.2188,-0.3512
bow,-0.4406,-0.4102
menu,-0.7594,0.4891
boy4,-0.4113,0.7961
can,0.4391,-0.857
girl7,0.5875,-0.6695
lamp,-0.9328,0.5613
staff,-0.348,0.2715
firework2,0.8641,0.8914
trashcan2,0.4465,-0.7395
money,-0.0238,-0.3578
girlwalk,-0.0676,-0.0746
sign4,-0.918,-0.1715
cat,-0.1078,0.5449
note2,0.9164001,0.6215
boy5,0.2609,-0.0859
star4,-0.132,0.9168
ball,0.2125,0.8172
water,-0.2418,-0.2199
sign10,0.3152,0.4813
bag5,0.0953,0.9152001
star2,-0.2242,0.6219
dog,0.1109,-0.2199
mouse,0.234,-0.8766001
wallet,0.2012,-0.7672
bottle2,-0.5266,-0.0953
guitarman,0.0879,-0.002
machine,0.8066,-0.7316
clock,-0.6109,-0.3926
kid,0.4082,0.0762
orange,0.7082,-0.007
flower2,-0.0609,0.7773
umbrela2,0.3613,0.682
ticket,0.4172,0.8176001
sign6,0.7852,0.4688
mop,0.2309,0.0535
gift,-0.198,-0.4016
newspaper,-0.5777,0.3184
pic2 (2),-0.4719,0.5145
light2,0.4703,0.9069999
sign8,-0.5281,-0.5734
boy3,-0.0984,-0.6707
sign2,0.6641,0.6223
umbrela,0.9395,-0.8019999
butterfly,0.0824,0.398
girl4,-0.0543,0.293
sign5,0.0824,-0.8414
banana,0.1633,-0.0848
girl6,0.6188,-0.0859
bag4,0.448,-0.0953
ballon,0.9457,-0.0652
kid2,-0.7777,0.8043
flag,-0.4793,0.6781
