name,x,y
map,-0.0352,0.0672
beanchair,0.609,-0.8629
boysit5 (3),-0.4867,0.8547
girl6 (2),0.6672,0.7441
bigtable,-0.6641,-0.6859
girl6,0.4301,0.2059
laptop4,-0.6562,-0.5125
pic2,0.8477,-0.4344
sofa2,0.2801,-0.5547
pic3,0.0758,-0.4363
table3 (2),-0.0746,-0.1941
sofa,0.5605,-0.5484
table2,-0.2965,-0.2785
table3,-0.4777,-0.1742
girl (2),-0.3355,-0.5668
chair7,-0.8679999,-0.7629
plant3 (2),0.7113,-0.5559
drawer,-0.541,-0.8281
umbrela,0.8523,0.8335999
board2,-0.032,0.7375
cirlechair,-0.1223,-0.857
board,-0.1629,0.5016
chair2,0.6672,0.6324
table4,0.1277,-0.9132999
water,-0.625,0.2148
table4 (2),-0.8457001,-0.4242
window,-0.834,0.2336
boysit,-0.0113,0.4641
laptop4 (2),0.0891,-0.8688
pic1,0.6086,-0.2902
plant4,0.5406,0.807
laptop3,-0.7379,-0.5891
flower,0.4492,-0.6992
book,-0.6055,-0.6656
table,0.7867,0.5738
hangchair,-0.8461,0.791
glassboy,0.3547,-0.6164
swing,-0.502,0.8777
plant (2),0.8832,0.218
cirlechair2,-0.2176,-0.9285
airplane,-0.1055,-0.5367
pc,-0.2898,-0.2383
workbox,0.8492001,-0.7926
paper,0.1934,0.4855
penbox,-0.0148,-0.1437
chair (2),0.4184,0.3937
chair,0.8945,0.5082
clock2,-0.5477,-0.743
plant3,-0.9121,0.5727
boysit3,-0.5563,-0.4898
boysit4,-0.0527,-0.768
laptop,0.241,0.5641
girlsit3 (2),0.5465,-0.5188
smallboard,0.8117,-0.8191
closet,-0.3012,0.0117
cleanser,-0.8332,0.1305
grisit6,-0.3195,0.8715
sofa3,0.1965,-0.7766
dog,-0.5766,0.6898
cup,-0.7941,-0.4574
boy,0.3113,0.5148
swing2,-0.6855,0.8988
drawer2,0.634,0.3145
boysit5,0.8437999,0.5781
water2,-0.4992,0.0699
chair2 (2),0.2543,0.3805
board3,0.3762,0.6867
plant5,0.2664,0.1656
girlsit2,-0.775,0.6887
boysit2,0.0785,0.5219
table5,0.4813,-0.7945
cup2,0.5469,-0.7223
girlwork,0.8535,-0.8832
flower2,0.7867,0.6887
tennisboy2,0.5469,0.148
board4,-0.8457001,-0.1215
clock,0.207,0.8125
girl2,-0.132,0.3723
chair5,-0.4031,-0.377
girlsit3,-0.3727,-0.3258
chair3,0.1691,0.307
shelf,-0.4738,0.5508
tennistable,0.7086,-0.0273
boysit5 (2),0.209,-0.7508
girlsit,0.1574,0.5891
girlsit4,-0.8266,-0.7102
chair6,-0.5664,-0.2926
flower3,-0.2969,0.1695
cat,0.7887,0.3852
paper (2),-0.7961,-0.9113
plant,-0.4945,-0.5914
girl,0.1266,0.3668
globle,-0.1164,-0.0922
calender,0.6367,0.3871
teacop,0.1875,-0.8809
swing3,-0.2906,0.8797
boss,-0.7094,-0.1637
lamp,0.4172,-0.4141
tennisboy,0.8648,-0.0738
chair4,-0.0043,0.2945
