name,x,y
moto,0.4116,-0.6597
kite,-0.2334,0.6074
foodbike,-0.6758,-0.394
city,0.7773,0.3286
thehuc,-0.6514,-0.1855
lotus2,-0.5205,0.4463
redchair,-0.7095,-0.6025
city2,-0.0791,0.2178
nonla,-0.3735,-0.6807
plant1,-0.5063,-0.1904
moutain2,-0.4424,0.3457
bird2,-0.6133,0.7407
tree2,0.8716,0.1992
man2,-0.1416,-0.7603
airplane,0.3491,0.6821
whitechair,-0.8218,-0.5591
lantern,-0.8989,-0.3833
phoco,0.7007,0.1748
sun,-0.5322,0.8525
tree1,-0.3091,0.1304
tree,0.7993,-0.7583
lantern2,0.6538,0.5283
man,-0.5171,-0.4785
boat,-0.8262,0.0498
fish,-0.5142,0.083
trashcan,0.6855,-0.4058
girl3,0.709,-0.1255
bitexco,0.1323,0.3623
xichlo,-0.1343,-0.3159
girl2,0.4062,-0.2861
nhahattp,-0.0708,0.0469
cloud,-0.8335,0.5278
women2,-0.5288,-0.7974
budda,-0.7656,0.4038
vnsign,0.189,0.1816
cotdien,0.8159,0.3218
chuamotcot,-0.6528,0.1914
moutain1,-0.8779,0.2852
bird1,-0.4116,0.6738
lotus,-0.9014,0.668
guess_reuse,-0.3506,-0.0693
benthanh,0.3789,0.1953
women1,-0.7505,-0.7974
cloud3,-0.8223,0.8521
bird3,0.1802,-0.5483
girl1,0.2349,-0.2798
plant2,0.9121,-0.083
dog_reuse,0.8848,-0.4258
sign,0.1206,-0.8145
cloud2,0.7339,0.8237
