name,x,y
table1,0.6938,-0.73
man9,0.4077,0.5835
water3,0.7456,0.5703
doctorbag,0.311,-0.6826
banana1 copy,0.2944,-0.3525
wine1_reuse,0.3477,0.1899
popcorn,-0.4102,-0.0381
bottle-box,0.7231,-0.4141
headphone copy,-0.2642,0.6543
bin3,-0.9048,-0.0884
micro,-0.1396,0.8945
camera1,-0.4214,-0.3501
Layer 36,0.7642,0.8418
cat6,0.3682,-0.8975
Layer 46,-0.5083,0.7212
bottles (2),0.5747,-0.3359
Layer 38,-0.4106,0.4644
man6,0.4966,0.877
banners2_reuse,-0.7734375,0.8476563
cat9,0.4395,-0.1528
wine1_reuse copy,0.8716,0.2358
Layer 37,-0.4282,0.2236
bag1,0.915,-0.9121
Layer 17,-0.2861,0.2393
cupcake,-0.4668,-0.9282
girl1,-0.0229,0.7026
Layer 42,0.4946,-0.5493
chair,-0.6011,-0.4937
Layer 39,0.9082,0.6133
chair1,0.7466,-0.8955
Layer 41,-0.7456,0.0171
beer1_reuse copy,-0.2593,-0.3892
Layer 19,0.1577,-0.8545
Layer 12,-0.6494,0.332
board,0.8916,-0.23
Layer 35,-0.2026,-0.041
balloon2,0.7754,0.3975
light4,-0.4805,0.8862
Layer 44,-0.0273,-0.2471
trumpet,0.3491,0.6367
man5,0.5747,0.7227
banner3,0.8022,0.1719
man 2,0.6963,-0.7734
cup copy,-0.748,0.6694
man20,-0.5752,-0.377
present1,-0.0239,0.437
phone_reuse,0,-0.5522
Layer 20,0.0791,-0.3638
star_reuse,-0.8574,0.417
Layer 45,-0.8486,-0.8213
doctor,-0.8994,0.2021
bottles,-0.7065,-0.1777
chair2,0.8618,-0.8276
umbrella,-0.0781,0.1895
Layer 13,0.1865,-0.085
Layer 14,-0.4419,-0.7168
trashcan2_reuse,-0.2959,0.8818
Layer 40,0.1992,0.3828
man7,0.5874,0.5361
man 1,-0.1826,0.4321
Layer 11,-0.6733,0.5132
box1_reuse,0.1172,0.8477
Layer 44 copy,-0.1758,-0.5703
man3,0.8389,-0.7314
man18,0.8643,-0.3691
water3 copy,-0.6772,-0.8818
Layer 15,-0.8691,-0.4067
banana_reuse,0.6738,0.019
toy2,0.1377,-0.6533
girl2,0.5029,0.1797
bag,-0.5571,0.0063
Layer 43,-0.186,-0.8384
beer1_reuse,0.311,0.8164
man21,-0.7549,-0.6177
Layer 22,-0.0293,-0.0967
camera2,0.8486,-0.0698
popcorn copy,0.6689,-0.1704
