name,x,y
security-2_reuse,-0.1934,-0.4443
dog_reuse,-0.0649,-0.8452
water machine_reuse,0.6089,-0.439
visitor_reuse,0.1196,-0.6455
break_bench_2,0.7988,-0.7407
clown_black_white,0.7788,-0.5391
cleaning_laddy,0.3955,0.4678
Dad_and_son,0.0127,0.187
Guy_walk_up_stair,0.021,-0.2222
Welcome to the Mall,0.6821,-0.2407
tree_pod_4,0.5474,-0.7051
seller,0.3169,-0.5117
kid_holding_ballon,0.5225,0.0093
Laundry_machine,0.6792,0.1187
buyer,0.3438,0.0288
ATM_machine,0.8594,0.0781
sample_stand,0.3369,-0.5342
Chillin_dude,-0.3813,0.4512
clock,-0.4121,0.8184
break_bench,0.3213,-0.8691
ball,-0.1484,-0.7129
mom_and_kid,-0.3398,-0.7075
guest_2,-0.6597,-0.5728
guest_1,-0.8735,-0.8086
break_bench (2),-0.8379,-0.4712
tree_decor,-0.2861,-0.4385
item_shiell,-0.6143,-0.397
Bun_shiell,-0.4409,-0.4067
spot_light,-0.9199,-0.2168
shop_name_2,0.3657,0.2026
light_shop,-0.4067,0.1333
seller (2),-0.2729,0.0332
Discount_banner,-0.5864,-0.2383
toilet_sign,-0.9224,0.2427
little_look_at_shop,-0.5186,0.0137
girl_cloth_hanger,-0.52,0.1812
manercan_girl,-0.6392,0.1089
Tv,-0.7417,0.2056
rest_couch,-0.6387,-0.7407
decor_poster,0.7827,0.5732
Tree_pod_2,-0.8306,0.0522
Tree_pod,0.6069,0.479
food_board,0.7832,0.8438
commer_board_2,0.2803,0.877
decor_laundry,0.5581,0.1558
light_decor,0.229,0.7046
commercial_board,0.4922,0.8159
shop_board,-0.6987,0.7969
discount_board,-0.7324,0.6436
manercan,-0.8247,0.4961
hanger,-0.9253,0.4941
cashier,-0.5859,0.4766
Colum_light,-0.3789,0.6416
bubble,0.0283,0.5664
chair_2,0.1519,0.4321
chair_1,-0.1099,0.4312
board_2,-0.2583,0.6162
board_1,0.0679,0.8906
