name,x,y
doctorbag copy,0.6001,0.2246
firework,0.8281,-0.8394
car_reuse,0.313,0.5151
cup,0.5674,-0.5249
box1_reuse,-0.5195,0.8447
bird1,0.355,0.6606
lamp2_reuse,-0.9229,0.3579
cocktail,-0.0703,0.2178
Layer 12,-0.3623,0.1963
Layer 21,-0.5576,-0.522
firehydrant1,-0.2207,-0.8843
Layer 20,-0.0942,0.3882
bird1 (2),-0.0659,0.8965
tree4,0.7275,0.1162
balloon2,-0.6807,0.1689
hat_reuse,0.3843,-0.2886
trashcan2_reuse,-0.9111,0.6997
wine1_reuse,-0.8994,-0.8452
gasoline2,0.0552,0.6543
Layer 10,0.7974,0.894
Layer 11,-0.5732,0.6074
Layer 17 copy,0.2935,0.0415
banana_reuse,0.1748,-0.1606
Layer 14,0.457,-0.438
fly2,0.5586,0.7349
hat1,0.7271,0.5752
calendar,-0.1895,0.7725
man22,0.8833,-0.1455
binocular copy,0.7798,-0.521
Layer 22,0.1865,-0.8267
sign,0.895,0.6538
Layer 24,-0.52,0.4849
butterfly,0.8809,0.0327
Layer 26,-0.292,-0.7456
dog1,-0.7886,-0.9014
phone_reuse,0.6387,-0.6743
gasoline,-0.083,0.6035
bin2,-0.834,-0.1602
cloud2,-0.7725,0.897
Layer 28,0.0669,-0.7417
kangoroo,0.8281,0.354
Layer 9,-0.751,-0.7188
plant1_reuse,-0.5161,-0.084
board6,0.2559,0.3652
tire2,-0.8374,0.0029
flag2,0.4683,0.2437
bottles,0.5908,0.3496
Layer 13,0.3311,-0.623
Layer 27,0.6987,-0.1284
sun,0.3696,0.855
Layer 8,-0.8301,-0.4893
bottle-box,0.1118,-0.3696
apple1,0.5098,0.5117
bottle,0.083,0.3394
Layer 18,-0.3896,-0.5405
water3 copy,-0.7866,0.209
bin3,-0.1177,-0.7163
star cup,-0.2314,0.3091
Layer 25,-0.4736,0.1846
Layer 15,-0.6772,-0.2056
board10,-0.5337,-0.8608
bird2_reuse,0.4194,-0.8135
tire1,-0.9268,0.0151
energy,0.6128,-0.3555
bag1,-0.2256,0.5352
man13,-0.8232,0.4043
bag,-0.0591,-0.146
Layer 19,-0.1602,0.0371
Layer 17,-0.1992,-0.3755
camera1_reuse,0.813,-0.3252
