name,x,y
grape,0.7234,-0.0957
ice_cream,0.0184,-0.125
lamp,0.8616999,-0.2375
camera,0.7562,-0.4367
sunflower,0.8972999,-0.5371
moto2,-0.1129,-0.7621
bird,-0.5996,0.6148
flag,0.7422,0.0719
bird2,0.1437,0.7605
suncream,-0.591,-0.4129
bag,-0.1051,0.0352
sun,0.5914,0.8676001
ballon2,0.3848,0.7773
icon2,-0.5801,0.8753999
bird1,0.259,0.8914
umbrela,-0.8574001,-0.1695
vali,0.0633,-0.8773001
icecream2,-0.3043,0.0695
money,-0.241,-0.3258
ballon4,-0.4285,0.6316
wine2,0.2539,-0.023
motogirl,-0.0797,-0.7012
helmet,0.193,0.1594
girl6,0.1648,-0.807
tree3,0.6844,-0.9086
building,-0.7676,0.275
heart,0.5129,0.2746
wine,-0.1301,-0.5332
sign2,0.2801,0.4883
flower5,-0.8965,0.0602
cloud7,0.8082,0.709
airplane (2),0.0504,0.9020001
car3,0.3125,-0.2914
visitor3,0.5332,-0.6988
bird3,-0.4285,-0.6145
tomato,0.6816,-0.8426
hand,0.4352,0.5414
tree,0.8344,0.2996
brush,0.198,-0.5855
cloud2,-0.3469,0.9023
building2,-0.4039,0.275
suitcase,0.2906,-0.1523
flower (2),0.4066,-0.4695
girl7,-0.2586,-0.5422
airplane,-0.5102,0.4242
sign,0.0637,-0.5926
status,-0.5691,0.1184
cloud3,-0.8805,0.9109
kid2,0.7152,-0.6234
brid7,0.8773001,0.5047
perfume,-0.3137,-0.0918
girl,0.8906,-0.7996
trashcan2,0.9301001,-0.2871
car2,-0.7711,-0.7781
pizza,0.3379,-0.8922
fire,0.8195001,0.0211
table2,-0.8300999,-0.3117
column4,-0.2109,0.3488
sword,0.3406,0.1703
tomato_can,-0.7707,0.0355
hotair_ballon,-0.8012,0.7188
oil,0.143,-0.0887
pasta3,-0.8395001,-0.2254
shoes,-0.0961,-0.0582
pasta,-0.677,-0.0996
apple,-0.6387,-0.7395
starfall,0.6219,0.5586
boy,-0.0492,-0.291
bush,-0.8766001,-0.4125
mankid,0.5934,-0.2605
chick3,0.5148,-0.9164001
star,-0.3211,0.4758
pasta2,-0.6656,-0.2531
menu,-0.2371,0.3102
girl2,-0.207,-0.0824
trashcan,0.0391,0.016
milk,-0.9402,-0.5426
kid,-0.3566,-0.2297
boy2,-0.5059,-0.1855
visitor,-0.427,-0.0262
lips,-0.0172,0.2941
flower (3),0.7402,-0.3371
moto,0.3727,-0.7016
column,0.9219,0.1168
sign3,-0.5695,-0.5781
visitor2,-0.4629,-0.8453
flower,-0.6801,0.0672
lemon,0.5465,-0.5102
oliu,-0.4164,-0.4156
butterfly,-0.1047,0.7273
hat,0.1863,-0.4773
vase,0.4742,-0.0383
perfume2,-0.2754,-0.9074
ball,-0.1191,-0.9125
roman,0.6215,0.0465
