name,x,y
vending_machine,-0.8794,0.5596
skiboards,0.2964,0.3452
igloo,0.5254,0.1758
slide,0.7432,0.0498
banner,0.8745,0.0488
penguin_with_hat,0.5762,-0.3428
street_sign,-0.2734,-0.0127
fence_small_1,0.4526,-0.0425
lamp_1,-0.103,0.5815
tree_3,0.7061,-0.3228
bench_1,0.6279,-0.5635
purple_box,-0.4038,-0.0449
sledge,-0.2285,0.2554
seal,0.6685,0.502
port,-0.4526,-0.5479
present,-0.2803,0.3594
iceberg_2,-0.8296,-0.126
tree_1,-0.5376,0.3564
trash_can,-0.4595,0.187
penguin_on_sledge,-0.1987,0.3301
lamp_2,0.7651,-0.5439
lamp_3,-0.0332,-0.1235
bin_1,-0.2549,0.4907
tree_2,0.7216797,0.8613281
sliding_penguin_1,0.1465,-0.0693
snowman_1,-0.7939,0.2969
bench_2,-0.7163,0.5151
penguin_back,-0.0381,-0.6436
ice_cream_stand,-0.5063,0.8228
tree_4,-0.4136,0.6323
iceberg_1,0.02,-0.8706
sliding_penguin_2,-0.1885,0.855
sliding_penguin_3,-0.2524,0.7393
mail_box,0.2104,0.0908
surfboards,0.3481,-0.3345
dhark,-0.2812,-0.9038
boat_post,-0.6821,-0.1646
sign,0.1655,-0.2837
big_fence,0.3413,-0.8218
bin_2,0.6606,-0.7891
fishing_rod,-0.7432,-0.6655
snowman_2,0.8428,-0.8105
boat,-0.7056,-0.3369
fence_small_2,0.0498,0.873
fence_big_1,-0.8101,0.8315
tree_5,0.0474,0.2739
ladder,0.3413,0.8223
ball,0.2783,0.2148
twig,0.5576,0.6064
pole,0.1655,0.5117
tree_6,0.2676,0.6548
