name,x,y
candy2,0.2808,-0.1807
man2,0.8618,-0.6538
lipstick,-0.2393,-0.2759
firehydrant2,-0.0259,-0.6909
firehydrant1,-0.5518,0.1753
cupcake_reuse,0.3408,-0.02
coca,0.2539,0.4907
man1,-0.1895,-0.8105
lights2,0.377,0.52
camera1,-0.7017,-0.9219
board2,0.248,0.2646
window4,-0.666,0.5469
grandma_reuse,0.8169,0.2241
sign,-0.8784,-0.2231
bird1,0.6167,0.9502
man3,-0.3853,0.2764
butterfly,0.1782,0.0532
bin3,-0.939,0.1372
cocktail,-0.7422,-0.2852
cloud2,0.1035,0.8979
hat2,0.5347,-0.0005
kid1_reuse,0.8682,-0.8633
door1,0.4595,0.3828
lights1,0.5303,0.52
heart,0.4897,-0.1289
window2,-0.4492,0.6074
window3,0.8843,-0.5347
bell,0.4873,-0.6484
bike_reuse,-0.4302,-0.0767
dog1,-0.3423,-0.8735
icecream1,0.792,-0.4238
icecream2,0.8228,-0.2241
chair1,-0.2114,0.2354
tree4,-0.6191,-0.6592
gasoline,0.0527,-0.542
cake1,0.9155,0.0044
cloud1,0.9053,0.8833
cat1,-0.4575,0.7339
tree3,-0.0356,0.2183
guess_reuse,-0.8213,-0.7529
girl1 (2),0.7319,-0.8462
girl2,0.3511,-0.3809
board1,-0.1074,0.0913
beer1_reuse,-0.1284,-0.0684
hat1,-0.6958,-0.0049
tie1,0.6074,-0.4893
book,-0.2373,0.731
car1,0.1792,-0.8315
plant1_reuse,0.144,0.1982
traffic,-0.5024,-0.4575
camera2,0.2285,0.8257
fish2,-0.8086,0.7666
wine1_reuse,0.0996,0.4048
girl1,0.3403,0.2134
bag1,0.0254,-0.2578
star1,0.5977,-0.6875
painter,-0.6528,0.8179
column1,0.6636,0.2437
fish,-0.8149,0.417
lamp2_reuse,0.9287,0.3315
bin1,-0.9248,0.5991
umbrella,0.668,0.4727
window1,0.4517,0.8135
star2,-0.0303,0.7183
gasoline2,0.1724,-0.501
popcorn,0.6826,0.7964
balloon1,-0.0298,0.4092
girl3,0.5366,0.2085
tree1,-0.6636,0.25
car_reuse,-0.3257,-0.4302
bin2,-0.8389,0.2305
tree2,-0.4238,-0.7573
tire2,0.2798,-0.6611
candy1,0.6519,-0.0762
window5,-0.2139,0.5396
guitar,-0.8789,-0.4766
tire1,0.1904,-0.6489
moviecut,0.9004,0.7305
