name,x,y
girl,-0.0434,0.5254
decor3,-0.7262,-0.8457001
water,0.4074,-0.1355
smoke,-0.3512,-0.4582
car4,0.598,-0.2586
plink3,-0.5906,-0.5234
meneat,-0.4738,0.5266
car2,-0.0383,0.0598
light,-0.632,0.2574
cloud2,-0.4648,0.9117001
racer2,0.877,-0.559
boy2,0.0715,0.659
finish,-0.6805,-0.6828
decor2,-0.8972999,-0.5402
glass2,0.35,-0.0609
flag3,0.3094,-0.7477
towel,0.7969,-0.2879
flag,0.4734,0.5996
apple,0.9348,-0.3137
rabbit,0.6871,-0.4129
ballon5,-0.1059,0.8047
girlsit,-0.5965,0.4391
car6,0.4316,0.3039
light1,-0.2535,0.4398
tire2,0.7785,0.2828
hotdog,-0.8688,0.5437
banner2,0.0617,0.377
headphone,0.8520001,-0.8723
glover,0.707,-0.5176
tool,0.7148,-0.6191
racer3,0.6195,0.2539
champagne,0.6668,-0.0828
coca2,0.5789,0.5652
coca,-0.568,0.7465
flower5,-0.7598,0.3258
tool2,0.9195,0.2387
helmet,0.5258,-0.0844
firework2,0.068,0.8852
cola,-0.0352,0.7133
cloud,0.4156,0.9
light2,0.277,-0.0004
car3,-0.6105,-0.1668
sign6,-0.3918,0.6477
ballon2,-0.9246,0.8516
car1,-0.0582,-0.6961
kid,0.3363,0.5504
tire3,0.6719,-0.8242
boysit5,0.2191,0.5539
plink2,-0.2684,-0.9039
ribbon,-0.4488,-0.8453
step,0.4789,0.0656
phao,-0.2848,0.593
hotair_ballon2,0.6223,0.8539001
car5,-0.0996,-0.2395
glass,0.9238,0.0777
ballon,-0.15,0.2531
bush2,0.2656,-0.1762
ice_cream,-0.4934,0.3812
racer,0.7797,0.059
sign5,0.5301,0.4605
banana,0.1422,-0.3496
lips,-0.5336,0.1984
bag (2),-0.3566,0.384
sign1,0.698,0.6734
bag,0.0723,0.4797
bird4,0.5195,0.7492
cup,0.4789,0.175
girlsit2,-0.8777,0.3516
sign8,-0.4574,0.234
speaker,-0.9074,0.6473
tire,0.8965,0.3516
bird1,0.2223,0.9047
sign2,0.5539,-0.532
car7,0.2164,0.3047
phao3 (2),0.1742,-0.5195
sign7,-0.7633,0.1207
banner,-0.3184,0.7496
phao3,0.2945,0.4301
ticket,0.6945,0.5543
hotair_ballon,0.866,0.825
bag4,0.8906,-0.1508
phao4,-0.2797,0.8812
flag2,-0.668,0.7949
sign9,-0.2082,0.6895
ballon4,-0.916,-0.0996
mouse,-0.2988,0.1844
sign3,0.3035,0.7426
bird,-0.7645,0.9086
bottle2,0.9211,0.5352
sign8 (2),0.4188,-0.4141
bag3,-0.1395,0.4227
sign4,-0.1609,0.5512
staff,0.5496,-0.757
car8,0.0102,0.2375
boy,-0.7609,0.5789
ballon3,0.8012,0.4602
