name,x,y
plant5,0.2781,-0.2008
TV,0.6844,0.0348
trashcan2,0.541,-0.5199
popcorn3,0.9082001,-0.2402
boy2,-0.8875,-0.7891
star,-0.8582,0.693
trashcan_reuse,-0.8117,-0.452
sign_popcorn,0.8809,0.727
sofaback,-0.6305,-0.8801001
umbrela,-0.0047,-0.2789
speaker,0.8879,0.3145
pic4,-0.8516,0.2418
envelope,0.0375,0.3145
film,0.0293,0.4809
star2,-0.557,0.9148
glassboy,-0.0172,-0.7555
door,-0.5859,-0.1789
clip2,0.6836,0.6469
sofa3,-0.6379,-0.4875
bottle2,0.9195,-0.6336
cash1,0.4793,-0.2223
bag (2),0.4184,-0.491
girl,0.7824,-0.1727
light,0.6934,0.9020001
glasses,-0.6707,-0.7102
banner2,0.8398,0.4973
plant1 (2),-0.2043,-0.2148
sign2,-0.3383,0.0086
sofa (2),-0.8855001,-0.5445
light2,-0.7352,0.416
staff (2),0.1605,-0.8168
girl (2),-0.3477,-0.4988
hotdog,-0.8898,-0.2266
pic2,-0.1484,0.2418
plink,0.0324,0.6852
girlsit2,-0.5848,-0.4742
apple,0.5016,-0.6285
clip,0.7535,0.4129
sofa,0.8309,-0.8113
girl3 (2),0.1406,-0.3109
boy3,-0.1117,-0.5441
boundary,0.1676,-0.4488
money,0.0926,-0.5195
action,-0.4852,0.8230001
bag,-0.5062,-0.6664
ballon,0.8953,0.9023
oscar,0.8246,-0.4699
squaretable2,-0.423,-0.8836001
book2,0.7742,-0.284
girl3,-0.3227,-0.2164
pic3,-0.6164,0.2418
kid,0.5316,-0.7727
coca2,0.6609,-0.2355
lamp,0.7363,-0.632
bag (3),0.9238,-0.9328
sign,-0.0219,0.0207
girl6,0.2379,-0.5543
TICKETS_fOOD,0.352,0.3113
light5,0.8707,0.1699
mask (2),0.3633,-0.066
NO_1,-0.4879,-0.077
movie_cut,0.1547,-0.0418
flower,-0.8047,-0.9027001
staff,0.5719,-0.1734
coca,-0.4234,-0.7926
ticket_box,-0.8484,-0.1918
dog,0.0844,-0.6188
door (2),-0.0945,-0.1859
star4,-0.1547,0.6305
boy,0.3824,-0.7285
squaretable,-0.6957,-0.7367
girl2,-0.2562,-0.7215
sign5,-0.2625,0.4125
pic,-0.3891,0.2418
NO_2,-0.198,-0.077
popcorn2,-0.25,-0.5176
light4,0.1328,0.8960999
headphone,0.4207,-0.3676
teamilk,0.3648,-0.2004
star6,-0.7016,0.8
plant3,0.6574,-0.4742
ticket,-0.7352,-0.2066
phone,-0.8871,-0.5422
flower (2),-0.7547,-0.6469
can,-0.4086,-0.3109
boundary2,-0.0793,-0.3613
star4 (2),-0.3219,0.8019999
popcorn,0.6195,-0.773
light4 (2),-0.8793,0.9035
light1,-0.8582,0.4172
lamp (2),-0.9547,0.0605
mask,0.9086,0.5754
girlsit,0.7867,-0.7727
camera,-0.1184,0.8324
banner,-0.8969,0.5246
plant1,0.2223,-0.1762
staff3,-0.4668,-0.3008
sofaback2,-0.1797,-0.8863
light3,-0.6016,0.416
exit,-0.6957,0.0391
theater2,-0.4949,0.598
water,0.3996,-0.9199001
