name,x,y
banner2,0.4141,0.8332
ballon2,-0.6617,0.8496
hanger,0.5406,-0.3805
staff3,-0.052,0.2766
lamp5,0.3969,0.5234
pic3,0.0063,0.5738
boysit,-0.9104999,-0.7711
sofa2,0.5402,-0.6602
gecko,-0.5215,-0.0613
exit,-0.9191,-0.1875
table5,-0.7523,-0.8266
table4,0.7605,-0.8648
light,-0.6719,0.6578
spider,-0.4828,0.7777
moneybag,0.7,-0.1996
dish,-0.6176,0.2359
bug,0.2059,0.8582
sign3,0.0934,-0.2758
door1,-0.3664,0.3301
decor2,-0.773,-0.0121
staff2,-0.0023,-0.25
vali,0.0773,-0.8883001
cup1,0.832,-0.8289
door2,0.3727,0.3289
plink3,-0.8797,-0.0727
pic2,0.8688,0.6527
lamp,0.9383,0.8332
lamp3,0.9387,-0.8777
boy3,-0.1773,-0.6254
lantern2,-0.5582,-0.2375
lamp (2),-0.8957,-0.5418
xe2,0.3754,-0.8469
plant1,0.8852,0.3129
xe,0.1426,0.2488
cash,-0.7879,-0.9543
staff5,-0.609,-0.6711
umbrela,0.8644999,0.0676
chair4,-0.9176,-0.9078
cake,0.7199,-0.8019999
lamp7,0.175,-0.2379
sofa3,0.8684,-0.6805
lamp2,-0.1719,-0.2395
girlsit (2),0.5609,-0.6539
boy,-0.7484,-0.5699
staff7,0.2383,0.3121
plant2,0.5617,0.0777
money,0.5895,0.4297
clock (2),0.8977,-0.1828
staff,0.1172,-0.6199
suitcase,0.5188,0.2059
column2,0.3566,-0.3879
bell,-0.0902,-0.2574
banana,-0.175,-0.8395001
chair6,-0.548,-0.8073999
column3,-0.2336,-0.2316
airplane,0.0934,-0.0289
sigh3,0.8781,-0.3758
vacuum,-0.4402,-0.8444999
suitcase2,0.5523,0.259
plant3,-0.8957,0.325
can,-0.4914,-0.6984
girl,0.8461,-0.6598
sign2 (2),0.4449,0.3734
lamp8,-0.3949,0.8859
paper,0.584,-0.102
fan,-0.0309,-0.5586
column4,0.2352,-0.2316
girl4,-0.043,-0.8219
bag2,0.5844,-0.8848001
Hotel,0.0043,0.0809
plink2,-0.5957,-0.418
icecream,-0.6855,0.4066
status,-0.7738,0.277
brid7,-0.2891,0.6945
plant5,0.1492,-0.418
ballon,0.6418,0.8012
staff8 (2),-0.2664,0.2977
plant7,-0.3777,0.0523
key,0.3758,0.0199
chair,-0.6449,-0.9078
lamp6,-0.3758,0.525
decor,-0.7285,-0.2289
girl4 (2),-0.1246,-0.3879
girl2,0.1789,-0.818
cup,-0.7598,-0.7465
hanging_plant,0.4359,-0.0988
bee,-0.9121,0.8328
clock,-0.3664,-0.123
pic1,0.7063,0.5535
staff9,-0.3031,-0.7863
sign2,-0.4703,0.2164
gift,0.3203,0.7266
staff8,0.707,-0.5969
window,-0.8277,0.5754
column,-0.3512,-0.3902
girlsit,-0.6875,-0.8488
laundry,0.7359,0.2445
sign,-0.6324,0.0996
