name,x,y
box2,-0.9137,-0.0117
lamp2,-0.932,0.8026999
lemonbox,-0.143,-0.023
hat,0.6879,-0.9223
seller,-0.6598,0.1715
chair6,0.9007999,-0.2199
lamp,0.7402,-0.7109
sign,-0.8223001,-0.5078
phone,-0.6246,-0.8539001
girl5,-0.2676,0.5422
manndog,-0.1742,-0.5531
dragonfly2,-0.5254,-0.7703
box7,0.3176,-0.7988
girl (2),0.5668,-0.5988
brid7,0.8938,-0.8719
box3 (2),-0.5461,0.8777
icecream,-0.7246,-0.0762
box3,-0.5508,0.3953
chair3,-0.3488,0.2121
leaf5,-0.6426,-0.5129
mankid,0.6207,-0.2543
clothhanger2,-0.3688,0.6117
butt,-0.793,0.032
bird8,0.0148,0.9074
seller4,-0.3137,-0.2164
bag2,-0.1164,0.5602
bee,0.4613,0.593
box6,0.5312,0.3566
basket2,-0.8992001,0.0984
sign3,-0.8117,0.1172
chair4,-0.8605,-0.207
ball,-0.4074,0.9132999
box,0.8324,0.252
icecreamcar,-0.477,-0.3949
sign3 (2),-0.3961,-0.682
chair3 (3),0.0203,-0.4035
girl3,0.3594,-0.2898
table2,0.2082,-0.4961
chair2,0.3742,0.1137
dog,0.225,0.625
menu,-0.9285,0.7891
chair,0.6484,0.0027
girl4,-0.4219,-0.007
bottle,-0.7359,0.6406
lantern2_reuse,-0.6668,0.3953
bush,-0.0148,0.709
grandma,-0.1809,-0.3152
girlsit,-0.8648,-0.1922
mat,-0.8066,-0.8262
bag,-0.9254,-0.3746
trashcan_reuse,-0.3719,-0.9191
seller2,0.2316,0.8582
clothhanger,-0.4844,0.6305
noddle,0.2055,-0.4227
girl2,0.018,-0.8324
box2 (2),0.0734,0.1625
tree,0.7242,0.6332
seller3,0.8156,-0.0277
woodbox,0.8820001,-0.5426
chair7,-0.9184,0.4844
bush2,0.7383,0.4574
umbrela,-0.5398,-0.2199
foodbike,-0.7227,0.827
table,0.5582,0.0461
boy,-0.0039,0.4078
man,-0.8191,0.6164
chair4 (2),0.3383,-0.5301
snail,-0.1434,0.7445
kite,0.8234,0.8316
chicken,-0.359,0.3699
girlpicnic,-0.8698999,-0.7668
money,-0.6066,-0.1719
treebox,0.2516,-0.0191
girl,0.3836,-0.052
wheel,-0.175,0.3344
chair3 (2),0.6832,0.8871
box4,-0.832,0.3016
orange,-0.8387,0.3992
baloon,0.125,0.3832
trashcan2,0.9016,0.4504
girlwalk,0.0848,-0.1051
girl6,-0.273,0.8300999
basket,-0.4848,0.2066
dog2,-0.0426,-0.6227
cupcake,0.5617,0.1172
pizzacar,0.4539,0.7664
popcorn,0.2812,0.432
chair5,0.4984,-0.9042999
girl4 (2),-0.5816,0.6652
meneat,0.4191,0.1453
apple (2),-0.7848,-0.6902
basket (2),-0.6953,-0.7355
banana,-0.2086,0.141
pizza,0.4672,0.8887
student,0.0566,-0.3824
boysit5,0.8305,-0.4422
airplane,0.0852,0.5836
bottle2,-0.1773,-0.8539001
apple,0.8972999,0.227
wallet,0.666,0.7195
