name,x,y
bottle2,0.6578,-0.4336
pic,0.5148,-0.6344
beanchair3,-0.8238,0.2223
table,0.3051,-0.8309
discoball,0.4027,0.4098
light2,0.3824,-0.1375
boy (2),0.6562,0.5094
girl8,-0.7063,-0.2066
boy3 (2),0.2156,-0.7906
star4 (2),0.0219,0.2961
banner3,-0.6109,0.3184
firework6,0.3246,0.8988
boy5,-0.4031,-0.6504
banner (2),-0.8960999,-0.416
plant6 (2),0.3281,-0.0297
spider,-0.9121,0.4297
light,-0.9152001,-0.5375
firework3,0.3406,0.634
star4,-0.6273,0.8043
girl8 (2),-0.652,-0.5953
girlsit2,-0.6848,0.1242
bee,0.2715,0.3391
clock,0.8625,-0.6262
airplane,0.0547,-0.6344
man2,0.5098,-0.3477
firework7,0.798,0.8582
ballon,0.6039,-0.568
self,-0.9191,-0.4906
firework,-0.3656,0.7832
girldance2,0.702,-0.7637
firework4,0.0887,0.5023
flower2,0.4883,0.2699
partyhat,-0.7461,0.4684
present,-0.4207,-0.7621
boy9,0.8625,-0.3531
plant7,-0.4574,-0.0023
plant5 (2),-0.9457,-0.8852
girl9,-0.2051,-0.5793
star,0.632,0.7582
firework2,0.0137,0.8434
table2,-0.7969,0.084
boy3,-0.2102,-0.2223
phao,-0.9378999,-0.1891
drink3,0.9434,-0.7039
bug2,-0.4184,-0.3852
water,0.0871,0.0437
speaker,0.9211,-0.8324
cat,-0.4516,0.5441
sofa,0.4672,-0.8328
firework4 (2),-0.0977,0.6184
girlsit3,-0.9082001,0.1074
plant,-0.3055,-0.173
gift,-0.8254,-0.6813
plant (2),-0.6066,-0.3133
girl4,0.9082001,0.4684
bag,0.359,-0.9437
girl,0.1789,0.0133
man,0.2812,-0.3699
beerbox2,0.677,-0.9262
star7,0.4242,0.7785
calender,0.8648,0.2777
boy6,-0.8578,-0.2113
plant2,-0.1844,-0.3434
plant5,0.607,-0.1328
girl5 (2),0.5117,0.0301
boy2,-0.4016,0.193
mask,0.2648,-0.5348
girl5,-0.3977,-0.2254
banner,-0.5813,-0.8723
phao3,-0.5437,0.4684
ballon (2),0.7859,0.068
girlsit,0.4398,-0.8172
girlsit6,-0.6914,0.6184
girl3,0.7812,0.4945
cup1,-0.7398,0.1336
boy,-0.0684,0.1496
boy6 (2),-0.2246,-0.8781
girl2,0.6469,-0.018
leaf6,0.9117001,-0.1641
leaf4,0.0086,-0.3137
star5,-0.8437999,0.8895
girlsit3 (2),-0.8176001,0.2297
phao4,-0.2875,0.4484
plant6,-0.116,-0.7711
plant4,-0.7988,-0.7602
lamp,0.3266,-0.6117
apple,-0.2527,0.0316
star2,-0.1484,0.9125
present2,-0.5398,-0.7395
phao2,0.0668,-0.8695
plant2 (2),0.4203,-0.4934
gitarboy,0.8859,-0.0262
boysit5,-0.8719,0.6441
girldance,0.8137,-0.8203
bird,0.8719,0.768
baconey,0.7723,0.3953
mistletoe,-0.2094,0.2578
star6,0.557,0.8984
cup2,-0.9281,-0.6793
banner2,0.8406,0.1895
