name,x,y
cloud_1,-0.5903,0.8984
sun,0.3291016,0.9326172
cloud_2,0.5503,0.9048
vending_machine,0.4243,-0.0469
big_ben,0.4194,-0.564
big_corner_tree,0.7099609,-0.7099609
airplane,-0.0723,-0.2393
traffic_light,0.1929,0.27
bridge,-0.0874,-0.0303
photographer,-0.2822,0.082
car,0.0679,0.312
street_sign,0.1279,-0.0508
bench_2,0.7773,-0.145
sitter,0.7617,-0.1128
guard,0.2856,-0.0698
big_bridge,-0.1123,0.6558
back_city,0.6694,0.7109
bench_1,0.584,-0.1475
house_2,0.813,0.5156
house_1,0.4487,0.4951
bus,0.5093,0.2607
tree_1,0.8037109,0.1064453
gray_city,-0.6162,0.7046
weird_block,-0.7275,0.5552
london_eye,-0.5259,0.6426
dome,-0.3252,0.4351
tree_3,-0.6348,0.2729
boat,-0.6006,0.0415
tower,-0.9384766,0.59375
tree_4,-0.8574,0.3945
tree_2,-0.8242,0.0215
crosswalk,-0.1592,-0.8721
old_walker,-0.3408,-0.7485
kid,0.0757,-0.7446
bin_1,-0.7075,-0.8833
dog,-0.1104,-0.8721
fence,-0.8730469,-0.7549
biker_1,-0.7622,-0.4121
booth,-0.9902344,-0.703125
lamp_1,-0.645,-0.6304
biker_2,-0.353,-0.3369
bin_2,-0.4722,-0.1455
bench_4,-0.3008,0.293
traffic_light_1,-0.0474,0.3569
bench_3,-0.6592,-0.1313
biker_3,0.0435,-0.4546
lamp_2,-0.1914,0.2607
