name,x,y
moon,-0.7251,0.8091
girl,0.4292,-0.6963
penguin,0.873,-0.8589
deer,0.6348,0.8091
lamp,-0.8452,-0.5386
elf,0.4082,0.5044
car,0.6392,-0.8657
letter,-0.7998,-0.7373
big_bow,-0.1724,0.6895
green_shock,-0.7734,-0.105
red_shock,-0.8491,-0.0889
ring,-0.8242,0.1187
window,0.0308,0.1509
ballrope,-0.2773,0.3716
train,-0.3408,-0.8774
rail,-0.0425,-0.8604
miniball,-0.1714,-0.7783
hastily,-0.5063,-0.5171
meomeo,-0.3252,-0.7012
carpet,-0.0234,-0.6836
bell,-0.6099,-0.5381
tomtom,-0.4775,-0.3257
rabit,-0.3574,-0.3213
horse,-0.3574,-0.5186
fireplace,-0.0303,-0.3862
hotchoco,-0.125,-0.1362
robot,-0.3477,-0.105
frame,-0.0234,-0.1509
gigraffe,-0.6099,-0.1133
ABC,-0.3682,0.103
books,-0.6045,0.0913
hangingrope,-0.7603,0.3467
label,-0.4971,0.2461
Santa,-0.6289,-0.7627
ball,-0.604,-0.3369
boat,-0.4565,-0.1216
teddy,-0.4819,0.0854
candle,0.1177,-0.1128
fire,0.0449,-0.436
Christmastree,0.6509,-0.2046
candy,0.5693,-0.4995
gift,0.6348,-0.6919
Cookie,0.3672,-0.2803
spaceship,0.4932,0.0557
snowman,0.8252,-0.667
candy_cane,0.7656,-0.5098
Bird,0.7939,0.1099
No,0.9004,-0.1357
Star,0.6665,0.2891
Cloud,-0.5908,0.8662
