name,x,y
fish2,-0.3496,-0.9219
tiger,-0.7332,-0.7383
croc,-0.3242,-0.7883
spider,0.1102,0.9051
owl,0.0418,0.4086
beaver2,0.3254,-0.7164
croc2,-0.1844,-0.6633
stu1,-0.384,0.1246
bird2,-0.4723,0.4328
beecave,0.425,0.4379
butterfly,0.8277,0.6125
honghac2,0.557,-0.8444999
rabbit,-0.4902,-0.2113
mushroom3,0.0266,0.2473
tree,-0.7656,0.0871
mushroom2,0.1734,0.3504
leaf6,0.9104999,0.8953
birdnet,0.1219,0.6004
bird4,-0.6664,0.4168
bee,0.8879,0.4102
man,0.225,-0.4914
dragonfly,-0.5027,-0.8663999
bear,0.8777,-0.3957
sun,-0.3906,0.8801001
wood2,-0.8766001,-0.525
bird6,0.268,0.55
bear2,-0.3324,-0.2414
fish4,-0.4977,-0.6344
soc,-0.8297,0.1156
giraffe,-0.0465,-0.2875
boat,-0.4395,-0.5
snake,0.3633,0.8972999
elephant,0.0535,0.0168
sloth,-0.8746001,0.375
rua,0.0262,-0.5633
bird3,0.6102,-0.2133
bag,0.2961,-0.523
stu2,-0.5086,0.0574
leaf7,0.9086,-0.5949
teacher,-0.2559,0.1652
boyboat,-0.5246,-0.4672
bosat,-0.2207,0.4945
honghac3,0.7254,-0.8332
snake2,-0.8972999,-0.6535
girlboat,-0.3496,-0.4262
leaf5,-0.5848,0.9012
leaf2,-0.6348,-0.9152001
stu3,-0.6312,0.0387
bird8,0.8516,0.1988
bosat2,-0.8234,-0.2395
tegiac,0.909,-0.0563
hippo,0.8777,-0.7508
waterleaf,-0.5246,-0.3363
snail,-0.177,-0.332
lion,0.5023,0.173
frog,-0.7176,-0.9195
bug,-0.8891,0.6203
bird5,-0.0031,0.6898
wood,0.0777,-0.7641
rock,0.1246,-0.9
glass2,0.3422,-0.6195
brid7,0.425,0.6711
mushroom,-0.8621,-0.116
glass,0.4621,-0.6395
leaf5 (2),0.8875,-0.9097999
fish3,-0.627,-0.284
sign,-0.7883,-0.3988
chon,-0.1848,0.8479999
deer,0.4824,-0.507
bug2,0.2965,-0.9219
octopus,-0.0824,-0.8777
bird,0.7004,0.8195001
leaf4,0.0664,-0.1832
waterleaf2,-0.2121,-0.5348
honghac,0.4023,-0.8422
dragonfly2,0.5879,0.5687
fish1,0.6602,-0.6555
beaver,0.0848,-0.7289
egg,-0.7789,-0.6457
bug3,-0.8972999,-0.4391
leaf3,-0.9543,-0.9066
banana2,-0.7027,0.6379
boy,0.3094,-0.2055
leaf,-0.875,-0.8965
monkey,-0.8417999,0.834
flower,-0.698,-0.5066
rock2,0.5449,0.007799999
chuottui,-0.698,-0.591
mouse,-0.9227,0.0246
bug 4,0.0879,-0.8969
