name,x,y
air,0.4031,0.3246
money,-0.6402,-0.6836
table,-0.373,-0.5164
pic1,0.0629,0.2016
onion,-0.3309,-0.348
pic,0.1762,0.0156
banana,-0.732,-0.3934
bag5,0.832,0.2027
boy,0.2398,-0.4484
gecko,0.502,0.8698999
baker,0.8359,-0.218
lamp3,0.2668,0.9203
shield,0.4473,0.5367
pot,-0.4145,-0.2926
chairoutside4,-0.116,-0.3004
light2,0.0934,0.3297
jam,0.4207,-0.4148
bow,-0.6984,0.5102
bag,0.5277,0.3937
shield2,0.8019999,0.5738
dog_food,0.9047,-0.8453
cupspoon,0.0105,-0.7453
pic2,0.1043,0.5203
cirlechair,-0.7934,-0.8633
tomato,0.7121,-0.5543
cake (2),-0.166,-0.2582
chesse,0.2668,-0.7453
fish_tank,0.8945,0.4105
wine,0.457,0.5207
vase,-0.5285,0.6621
hanger,-0.7523,0.4336
chairoutside3,0.5371,-0.5543
airplane,-0.4164,0.8820001
girl,0.0434,-0.4789
boysit4,-0.7238,-0.7742
spider,0.793,0.827
banner2,0.7727,0.6871
plant5,0.2016,0.1578
table (2),0.4488,-0.8105
treehang,0.668,0.2746
board,-0.7613,0.35
boy2,0.7691,-0.8309
jam2,0.3152,0.5102
window,-0.4035,0.3273
plant4,-0.7383,0.6773
glover,-0.4813,-0.0637
boy3,-0.8625,-0.5656
bag3,0.391,-0.5895
phone,-0.3488,-0.7453
flower3,-0.118,-0.8695
orange,0.1535,-0.3
lamp,-0.1348,0.8698999
cirlechair2,-0.8887,-0.9348
teamilk,0.6859,-0.7363
photo,0.5227,0.1691
oven,0.4402,-0.2617
shiba,0.1258,-0.8832
chairoutside6,-0.534,-0.8637
umbrela,-0.259,-0.1863
man,-0.3488,-0.8844
tomato_can,0.7121,0.4105
cat,0.5453,0.677
chairoutside2,-0.8925999,-0.3012
towel,-0.8679999,0.3703
perfume,-0.6305,0.657
door2,0.7273,-0.3812
bee,0.0848,0.7242
pan,-0.6523,0.0648
cake,0.391,-0.8019999
window2,-0.1184,0.3168
lamp2,-0.7629,0.9004
salt,0.5883,-0.6949
bake,-0.5156,-0.684
treehang2,-0.3637,0.4277
girl2,0.0555,-0.116
plant7,-0.0945,0.552
spoon,0.4359,-0.7363
tool2,-0.7781,0.077
shield3,-0.6348,0.5906
leaf6,0.9109,0.0422
plant3,-0.7426,-0.1859
girl6,-0.2262,-0.691
vegetable2,0.1551,-0.6875
board2,-0.6383,0.3187
plant,0.8972999,-0.4273
sink,0.6457,-0.1754
tea,0.368,0.4023
bookself,0.8945,-0.6391
butterfly,-0.909,0.6035
cock,0.432,-0.1355
trashcan2,-0.9234,-0.7816
book,0.3695,0.102
cup,-0.3941,-0.4629
pic3,-0.2855,0.6406
hanger2,-0.7547,0.157
knife,-0.4152,-0.3961
mushroom,-0.209,-0.4367
mop,-0.5895,-0.5113
tool,-0.8793,0.0781
poster2,0.7293,0.0055
plant2,-0.2156,0.0039
mushroom2,-0.293,-0.4469
flower2,-0.593,-0.2738
mouse,0.5793,-0.9164001
icecream2,0.577,-0.1117
