name,x,y
light_reuse,0.3164,0.248
no_come_in,0.3257,-0.1069
Dad_and_son_reuse,-0.4253,-0.6152
player3,-0.8301,-0.1104
boy_reaching_cat,0.1968,0.4258
cleaner_salon_reuse,0.2324,-0.79
kid_fencing_ball,0.7637,-0.3809
Helecopter,-0.6787,0.7949
referreee,0.5449,-0.1553
kid_running_in_reuse,-0.1943,-0.1763
little_girl_salon_reuse,0.771,-0.1304
kid_2,-0.2271,0.082
water_machine_reuse,0.4487,0.1992
basket_ball,-0.6978,0.0176
cat,0.0195,0.4395
pigeon_reuse,0.3359,0.5034
stadium_light,-0.521,0.4883
Welcome to the basketball court,-0.2637,0.3169
Tree_pod_reuse,-0.8569,-0.8843
Clound_2_reuse,0.0156,0.751
guess_reuse,0.2769,-0.3184
thirt_player,-0.3838,-0.3281
basket,-0.8916,0.1304
Sport Area,0.459,0.5615
guest_5_reuse,0.7393,-0.6641
player_1,-0.5938,-0.1899
player_2,-0.8262,-0.5029
plane1_reuse,0.4302,0.8447
pod2_reuse,-0.0464,-0.3208
water_vender,-0.1069,-0.8003
tree_2,-0.8003,0.5059
Gabage 3_reuse,0.0654,-0.894
Clound_reuse,0.7881,0.8013
kid_1,-0.4062,0.1143
boy_on_fence,-0.2969,0.4473
bench1_reuse,0.6401,0.103
guess_reuse (2),0.1216,0.1807
light_decor_reuse,-0.5234,0.2998
Girl_standing_at_door,-0.6714,0.1992
kid_play_basketball,0.4385,-0.4341
kite_reuse,-0.6826,0.5654
trash_can_rest_reuse,-0.2925,-0.8892
Bird_reuse,-0.1719,0.5952
mom_and_kid_reuse,0.0552,-0.1074
don't disturb_reuse,0.4697,-0.7056
tree_fence_reuse,0.71,-0.9053
WELCOME,-0.4419,0.8022
security_reuse,0.0811,-0.5332
kid_basket,0.9141,-0.2798
kid_play_with_cat_reuse,-0.0469,0.1821
pod_reuse,-0.0903,-0.4595
tree,0.7583,0.2681
guest_1_reuse,-0.6528,-0.79
tree_decor_reuse,-0.5264,0.1152
