name,x,y
sign5,0.8121001,0.4594
boy2,0.3199,-0.818
plane1,0.0715,0.8945
cotdien,0.0652,0.3145
kimonogirl,0.0559,-0.8086001
dragonfly2,-0.6582,0.8703
sign4,0.8172,-0.3152
bug2,0.7574,-0.0742
akuma,0.607,0.2453
girldance,0.4152,-0.6141
tako,-0.0578,-0.2113
build,-0.8277,0.3574
sun,-0.1227,0.3742
menu,0.8523,-0.643
girl2,-0.7387,-0.8352
bird2,-0.3262,0.7367
cloud3,-0.2961,0.4281
bird,0.5141,0.6043
dog_reuse,0.7148,-0.7793
lamp2,-0.9469,-0.809
sushi,0.684,-0.182
icecream,-0.873,-0.8472999
airplane,0.3742,0.4953
sign,0.3078,0.0977
girl,0.7105,-0.5711
bird1,-0.0402,0.7
rabbit,-0.9309,-0.493
flower2,-0.2195,-0.1844
mount,-0.1789,0.1414
phone,-0.7152,-0.3391
yen,0.8285,0.827
star,0.8859,0.9137
light2,0.923,-0.1945
bush4,-0.8168,-0.0047
flag,0.5277,0.3457
kite,-0.5109,0.4352
fan,0.1871,-0.9241999
lamp5,0.6387,0.0148
light,0.4922,-0.4387
house,-0.0004,-0.1582
origami,0.4609,0.1707
hotspring,0.866,0.6746
banana,0.2961,-0.623
tree1,-0.7676,-0.3957
bamboo,0.9351999,-0.8651999
cong,-0.4949,0.109
sign3,0.8855001,0.018
bamboo2,-0.9066,-0.0527
glassboy,0.6117,-0.8539001
boy2 (2),-0.2883,-0.6309
girl4,-0.1039,-0.5695
gift,0.4426,-0.0609
fish,-0.6543,0.5961
rain,0.0266,0.3594
sign2,0.8855001,0.2355
plant4,-0.2445,-0.4133
house2,-0.4809,-0.2484
luckycat,-0.3523,0.0422
ball,0.0242,-0.5836
bee,0.6504,0.4938
octopus,0.1547,-0.1816
fish2,0.6559,0.7531
lamp,0.5348,-0.1977
visiter,-0.1543,-0.8426
flag2,0.6719,0.5941
shiba,-0.8422,-0.6605
trashcan2,-0.425,-0.5441
ballon,0.6422,0.8914
ninja,-0.0406,0.116
cat,-0.3836,-0.1992
traffic_light,0.5473,-0.652
tree2,0.4336,-0.2129
doll,0.8211001,-0.8801001
rice,-0.4031,-0.4051
lantern2,-0.4699,0.0883
dep,0.7176,-0.9047
water_pole,0.4574,-0.9184
Pray,-0.7633,-0.5441
girl_bike,-0.4734,-0.7965
umbrela,0.3133,0.3223
girldance2,0.1543,-0.5285
wallet,-0.5574,-0.0031
noddle,-0.4969,-0.4008
flower,0.166,0.0086
apple,-0.941,-0.2449
flower4,-0.4359,0.3117
lamp (2),-0.7785,-0.0715
leaf5,0.2129,0.6129
cloud,-0.8668,0.7699
pic2,0.9273,-0.4898
sign6,0.9031,0.5047
bush2,-0.6539,-0.5465
star5,-0.9,0.884
guess_reuse,0.25,-0.4062
boy,0.0016,-0.4121
cloud2,0.3238,0.784
