name,x,y
carrot,-0.198,0.1137
star (2),0.8406,-0.0754
decor3,-0.9066,0.6762
medibag,0.5109,-0.9078
speaker,0.7723,-0.7086
plink3,0.925,-0.6094
leaf5,0.7113,0.0418
plink,0.6254,0.5656
space2,-0.375,0.0121
photo,-0.1266,-0.9004
star5,-0.3984,0.8941
leaf2,0.2883,-0.9104999
rock4 (2),0.5012,-0.4824
spaceship,-0.0297,-0.316
alien2,-0.5898,-0.0016
monkey,-0.6168,0.3672
sign2,0.8469,-0.4117
boom2,0.207,0.5242
bag,0.6375,-0.6191
planet2,0.3168,-0.1078
rock,0.0863,-0.1187
star4 (4),-0.5484,-0.2488
planet5,-0.2301,-0.1711
rabbit,0.6523,-0.2891
bag2,-0.2109,-0.4668
rock2,-0.9137,0.2266
boy3,-0.791,-0.1023
firework6 (2),0.8816,-0.2621
phao2,-0.641,-0.1922
flag2 (2),0.9094,-0.8535
drop2,0.4375,0.5574
firework3,-0.8788999,-0.8457001
cat,0.7492,-0.8879
backpack,-0.277,-0.923
spaceship4,-0.2707,0.7598
machine3,-0.7402,0.5117
hotdog,0.4578,-0.3391
decor2,0.2926,-0.4801
rock7,-0.2855,-0.657
firework4,-0.8051001,0.3352
firework5,0.8531,0.5324
spaceship2,-0.0043,0.3391
gun2,0.2836,0.3348
machine,-0.4906,-0.8352
machine2,0.8586,0.7621
cloud,-0.8605,0.8426
airplane,-0.034,-0.1023
rock3,-0.0234,0.1922
alien,0.3652,0.7746
flag,-0.8788999,-0.5828
alien3,-0.2113,0.3836
gift,-0.7762,-0.6531
star4 (3),0.4328,0.8855001
firework6,0.5996,0.1973
note2,0.3539,0.1605
boy2,0.3707,-0.6813
star4 (2),0.032,-0.9117001
walkie,0.0992,-0.4758
machine4,-0.6781,-0.4574
star,-0.2363,-0.566
planet6,0.2223,0.0488
boy,-0.4488,-0.5891
star4,-0.2297,0.5469
girl,-0.1723,-0.7363
firework2,-0.0395,0.5691
space,-0.8965,-0.3355
planet3,-0.4734,0.1973
starfish,0.5527,0.3965
alien7,-0.3961,-0.3164
gun1,-0.6238,0.7137
star6,0.6719,0.7133
rock4,-0.75,0.1734
alien5,-0.4203,0.6523
cloud3,0.8578,0.9132999
alien4,0.1152,-0.6957
alien6,0.6055,-0.7953
bow,0.8726999,-0.5148
starfall,-0.3055,-0.0961
planet,-0.0805,0.8672
ballon2,0.6918,0.3695
firework7,0.4457,-0.1965
star2,0.1656,0.9039
rock9,0.6164,0.8746001
planet4,-0.4207,0.4945
ball,-0.6879,0.8832
girl2,0.2309,-0.3332
spaceship3,0.8582,0.1887
laban,-0.6188,-0.618
sign,-0.2184,-0.2996
ball2,-0.6039,0.8945
rock8,-0.8957,0.0941
present2,-0.6875,-0.8823999
cloud2,0.134,0.7816
present,-0.0676,-0.5902
flag2,-0.0113,0.9238
drop,0.5199,0.0223
