name,x,y
shield,-0.6184,0.1527
wallet,-0.3699,-0.4898
bird3,0.0441,-0.5996
airplane (2),-0.293,0.8679999
butt,0.3133,0.0828
ballon2,0.6375,0.8238
girl3,0.2406,-0.3543
foodbike,0.0648,0.4223
mat2,-0.2773,0.332
chair3,-0.3109,-0.7551
kid2,0.8465,0.1621
tree,-0.141,0.577
star2,0.4656,0.8242
table,-0.1168,0.0281
seller,-0.8016,0.1742
girl,0.4437,-0.4527
leaf4,-0.8945,-0.9097999
ballon,0.6367,-0.1133
dog,0.8719,-0.0918
bird2,-0.5414,0.766
banana,-0.2477,-0.1637
wood,0.2844,-0.1062
bottle2,-0.0133,-0.4523
box,-0.6578,0.0664
seller2,0.1199,-0.0105
lamp,-0.9262,0.1121
trashcan,-0.9203,0.359
girl2,0.5219,-0.7922
icecream,0.4059,-0.6918
phone,0.8395001,-0.6242
star4,-0.8352,0.7254
flag,-0.5609,0.4652
kite,0.0184,0.7344
bird,0.4922,0.6027
sun,-0.7082,0.8867
chair4,-0.0227,-0.8996
mat,0.5301,0.0742
girl4,0.4437,-0.0766
hotdog_car,-0.6836,-0.5238
fish1,0.4848,0.2926
boy,0.1195,-0.75
snail,-0.3332,0.4156
bag,0.1531,0.2441
umbrela,-0.616,0.3523
mushroom3,-0.1539,0.4477
bird1,-0.2934,0.6266
mountain,-0.8543,0.5391
sign3,0.2941,0.1672
umbrela2,-0.1129,0.1078
chair2,-0.75,-0.8879
kid,-0.2453,-0.3547
sign2,0.9199001,-0.4125
ball,0.7199,0.0102
bag2,-0.1094,-0.6785
sign3 (2),-0.1449,-0.5289
dragonfly,0.7152,0.1445
lantern2_reuse,0.666,0.5094
icecream (2),0.6758,-0.3551
fan,0.2629,-0.6164
car,-0.7461,-0.1648
bug2,0.1418,0.6492
sleepman,0.5281,0.1102
foodbag,-0.8535,-0.4051
basket2,0.207,0.132
phao2,-0.0801,0.8867
flower,-0.3336,0.0703
trashcan2,-0.9020001,-0.7668
chair,-0.4344,-0.8895
tree2,0.7953,0.5848
leaf5,-0.6762,0.5926
fishman,0.2871,0.443
airplane,0.2176,0.9113
banner,-0.3508,0.4695
clothhanger2,-0.4023,0.225
manndog,-0.0781,-0.1914
table (2),-0.5809,-0.8609
man,-0.4371,-0.277
cloud3,-0.8816,0.8328
bag3,-0.2066,0.3508
money,-0.6207,-0.0312
meneat,-0.7152,-0.8609
table2,-0.1215,-0.8406
leaf7,0.4195,-0.2418
menu,0.7812,-0.2961
waterleaf,0.6582,0.3285
apple,-0.8875,-0.0316
dog2,0.0535,-0.2609
cloud2,-0.3469,0.7531
present,-0.0355,0.2863
cloud,0.3211,0.7555
bug3,-0.4535,-0.0195
girlsit,-0.2637,-0.7203
fish3,0.8960999,0.3172
gril5,0.6504,-0.6965
box7,0.8465,-0.8176001
sign,0.3262,-0.8613
bird4,0.8695,0.875
box2,0.2465,-0.007799999
banner2,0.8992001,0.5512
cola,-0.6078,-0.7641
