name,x,y
nomb,-0.4888,0.271
santa_dear,-0.1992,0.8169
palm_tree,0.7754,0.8496
tree_2,0.564,0.7783
Santa,-0.5635,0.8062
kid_playing_snowman,-0.7275,-0.8208
security_2,-0.8804,-0.7373
kid_playing_snow_3,-0.2905,-0.5542
photographer,0.6924,-0.7344
light,0.7065,0.1318
girl_drink_coco,0.3818,0.4932
mare,-0.4951,-0.1299
Merry Chrismas,0.4736,0.6641
Chair_2,0.8452,-0.1421
kid_throwing_snow,0.1094,-0.8281
mail_box,-0.5933,0.105
candy_decor,0.1821,-0.2446
house_bell,-0.5117,0.543
pole_decor,0.3193,0.3628
cookie_man,0.8501,-0.3716
small_tree,0.2632,0.5059
security,0.4849,0.0991
learder,-0.3325,-0.1353
worker,-0.2432,0.1777
little_elf,0.3125,-0.1572
running_kid,-0.1016,-0.7354
skier,0.5493,-0.2339
Star_decor,0.0928,-0.2749
snow_man,-0.6372,-0.7466
present_1,-0.1953,-0.2539
skier_2,0.2607,-0.4155
candy_decor_2,-0.4409,-0.8789
fake_santa,0.8311,0.187
mother,-0.7666,0.0029
little_girl,-0.8877,-0.1162
shopping_guy,-0.5728,-0.4097
Kid_having_fun,0.8198,0.5259
christmas_tree,0.0005,0.0962
trash_can,-0.8472,-0.3755
circlr_christmas,-0.3701,0.415
little_girl_look_snowman,-0.4331,-0.6777
house_decor,0.043,0.5698
delivery,0.4478,-0.7671
present_2,-0.0781,-0.2549
snow_man_2,0.3833,0.7773
dog,0.7266,0.479
Chair,0.5464,0.4937
tree3,-0.8706,0.1904
light_2,-0.3022,-0.873
Santa_car,0.1138,0.8066
WELCOME_sign,-0.3384,0.5493
predent_decor,0.2104,0.2314
