name,x,y
sit6_reuse,0.4561,-0.688
wine1,-0.335,0.522
bride,0.3115,0.1006
banners2,0.7031,-0.7778
columns2,0.4316,-0.3032
cupcake,-0.9014,0.1353
butterfly,-0.0869,0.4165
balloon2,0.0918,0.793
table1,-0.7568359,-0.2402344
longchair2,-0.4268,-0.3809
chair8,-0.7461,0.1284
star_reuse,-0.5107,0.8872
sit4_reuse,-0.4873,-0.5537
columns1,-0.0591,-0.3286
flower1,0.1777,0.2197
tree3,-0.2778,0.2656
chair9,0.7495,-0.7568
table2,-0.4678,0.0718
tree2,0.0117,0.1396
cloud4,0.5225,0.8936
giftbox,-0.646,-0.4897
bow tie2,0.8052,-0.5249
banners1,0.8301,0.73
phone_reuse,-0.2129,0.6851
glass2,-0.5781,-0.8818
letter1,0.9126,-0.0435
key,0.8994,0.542
ring,0.2734,0.3945
bird2,0.1909,-0.3369
photo1,-0.3311,-0.0884
kid1,0.668,-0.1104
kid2,-0.0718,-0.6958
tree4,0.2734,-0.6963
tie2,-0.1279,0.5103
narrow,0.8076,0.4033
cake1,-0.5459,0.2163
groom,0.4995,0.123
balloon1,-0.7661,-0.6782
dog1,0.3247,-0.2656
sit1_reuse,-0.751,-0.1655
bird1,0.0996,0.4673
sit2_reuse,-0.5996,-0.2803
wine2,-0.9121,-0.1221
tree1,0.8076,0.1206
cloud5,-0.2896,0.8726
cat_reuse,0.2378,-0.8984
glass3,-0.4263,0.167
sit5_reuuse,-0.3867,-0.2827
sit3_reuse,0.7314,-0.3296
cloud2,-0.8252,0.7554
sun,0.5171,0.4497
longchair1,0.6382,-0.4277
tie3,-0.626,0.4766
cake2,-0.8662,0.353
mc,-0.0835,0.063
letter2,0.8179,0.8467
dog_reuse,-0.3721,-0.8672
tree4 copy,-0.3428,-0.6606
bird3,-0.4658,0.6436
sit9,0.8931,-0.3003
glass1,0.5986,-0.7544
calendar,-0.5762,0.75
sit8,0.5742,-0.3345
bow tie3,0.3989,0.668
sit7,-0.2202,-0.2822
bow tie1,0.1226,-0.499
