name,x,y
car_21,-0.7271,-0.2393
man_bike,0.7935,-0.4336
kid_2,-0.4653,-0.8374
seward,-0.394,-0.4683
car,0.2603,-0.3423
pause_board,0.2534,-0.0225
plane1,0.8169,0.8838
bench1,0.8501,0.0288
side_walk_fence,0.8452,-0.7363
walk_people,0.6055,-0.7529
steel_pole 4,-0.8486,0.625
worker_2,-0.8989,0.7192
pole_pack,-0.52,0.647
Puller,-0.7427,0.855
diver,0.5186,0.8013
fence,0.7988,0.2354
pigeon,0.6719,0.4121
big_tree,-0.1533,0.4033
kite,-0.3647,0.3892
little_kid,0.4048,-0.791
sand,-0.6982,0.001
Bird,0.1553,0.7891
Clound_2,-0.2109,0.8584
Clound,-0.7842,0.8608
wood_work,-0.7637,0.394
steel_colums_2,-0.8989,0.4639
worker_1,-0.6704,0.1436
steel_colum_1,-0.9448,0.1528
tree,0.8208,0.5742
oldman,-0.1055,-0.7915
Cross road,-0.1895,-0.5864
warning_board,0.5742,0.4243
security-2,-0.293,-0.1665
Gabage 3,-0.7158,-0.8423
bike_reuse,-0.624,-0.5693
bush,0.4033,0.0977
lamp 2,-0.8262,-0.6489
reuse_bush and flower,0.083,0.0386
dog_reuse,0.625,-0.04
flower_reuse,0.3872,0.1929
guess_reuse,-0.3613,-0.7192
worker_in_hole,0.5342,0.1377
pod,-0.27,0.2046
leader,-0.5215,0.2935
baby_trolly,0.0552,-0.8115
grandma,0.1904,-0.7305
No,-0.8164,0.1821
owner,0.1841,0.4712
may_xuc,0.2544,0.2642
water_pole,0.4595,-0.0376
Back_worker,-0.3838,0.126
steel_bar,-0.2812,0.1021
front_woker,-0.0952,0.0322
