name,x,y
fountain,0.001,0.0796
hot_dog_stand,0.7095,-0.6318
bench_1,-0.1807,-0.0513
small_tree_1,-0.2217,0.8926
tree_3,-0.0068,-0.5132
girl,-0.2705,0.0117
bush_1,0.1338,-0.771
balloon_trolley,0.7964,0.7671
guard_2,0.8408,-0.2798
bin_4,0.0146,0.4858
ice_cream_trolley,0.3257,0.1147
ice_cream_guy,0.4394531,0.1298828
street_sign_3,-0.3228,0.7593
jeep,-0.5142,0.8608
tree_2,-0.4604,0.4795
butterfly,-0.1992,0.4102
flower,-0.6626,-0.769
ball,0.0713,-0.166
bench_3,-0.1914,-0.2637
street_sign_1,-0.4204,-0.1558
kid,0.1626,-0.5615
hippo,0.334,0.7041
tree_1,0.6909,0.3169
vending_machine,0.6694,-0.1509
small_tree_2,-0.8599,-0.7339
gorilla,-0.7612,0.5117
bush_5,-0.5723,0.3145
bench_2,-0.5615,0.1123
clown,-0.4243,0.2002
lamp_2,0.9097,0.0586
bush_3,-0.7202,-0.8608
bin_2,-0.5474,-0.0825
patron,-0.064,0.5454
street_sign_2,0.543,0.0078
aniimal_food_stand,-0.4497,-0.5044
lamp_3,-0.6182,0.0264
ticket_box,-0.7979,-0.1152
bush_4,0.395,-0.8848
vending_machine_2,-0.0718,0.8569
bin_1,-0.8706,-0.4937
bush_2,0.062,0.8599
lamp_1,0.1895,-0.2002
banana,-0.7207,0.1489
guard_1,-0.6973,-0.396
bench_4,0.1621,0.417
donut_stand,0.3979,-0.3335
donut_guy,0.2749,-0.4785
ice_cream_umbrella,0.3472,0.3022
statue,-0.0137,0.3345
bin_3,-0.1665,-0.7944
