name,x,y
plastic_wall,0.7495,-0.2485
worker_salon_2,-0.4136,-0.4341
mirror,-0.7305,0.4189
cloth_hanger,0.1504,0.3369
table,-0.7544,-0.0698
guess_walk_in,-0.168,0.4238
morror_2,-0.8901,0.354
chair_only,-0.5605,-0.1079
trolly_salon,-0.1187,-0.7461
fan,-0.1919,0.9141
water_bucket,0.1436,0.0815
mirror_circle_2,0.8262,0.3726
Tv,-0.3564,0.7764
trash_can_rest,0.0869,-0.7397
paper_box,-0.0752,-0.582
relax_chair,0.8892,-0.3569
tree_decor,0.2334,-0.8354
don't disturb,0.2734,-0.021
salon_bell,-0.2256,0.6206
camera,0.0547,0.8008
kid_running_in,0.1021,-0.1626
decor_picture,-0.0005,0.4907
air_cleaner,-0.6914,-0.4565
Guess_doing_hair_2,0.6367,0.062
coach,0.1968,0.394
poster,0.2393,0.6509
tree_decor (2),0.0547,0.2964
cleaner_salon,0.7529,-0.6592
light_salon,-0.9072,-0.3745
Esta salon,-0.354,0.54
tree_pod_on_shielt,0.5269,0.6885
sofa2,-0.418,-0.7935
do_hot_rac,0.2842,0.2241
worker_carrying_stuff,0.4165,-0.2432
guest_1,-0.5112,0.1943
decor_statue,0.0049,-0.3379
broom,0.2393,0.2397
sofa,-0.7744,-0.7856
mirror_circle_1,0.5547,0.4487
banner,-0.8394,0.7227
box,-0.8354,0.0176
light_decor_2,0.5894,0.8574
hat,0.1196,0.4927
guess_doing_hair,0.4165,0.2065
decor,-0.498,0.6436
tool_box,-0.7373,0.1196
mom_salon,-0.2363,-0.0742
buyer,-0.0415,0.0811
worker_salon,-0.3804,0.2222
little_girl_salon,-0.3647,-0.0972
sprayer,-0.1685,-0.5933
new_model,0.3628,-0.7017
