name,x,y
Decor_7,-0.4019,0.0137
small_chair,0.4824,-0.3496
decor_3,-0.3721,0.1157
fire_decor,0.6885,-0.0308
photo,0.8867,0.0903
small_house,0.5806,0.1045
candies_bow,0.7466,-0.8281
milk_cup,0.4549805,-0.04140625
Merry Christmas,-0.3335,0.5439
music_box,0.7173,0.1426
ball,0.7192,0.5679
present_trolly,-0.1831,0.1191
present,0.8779,-0.3389
christmas_decor,-0.6797,0.8091
candle,0.7979,-0.5674
lamp,0.4297,0.0771
sleeping_dog,0.665,-0.3848
ribbon,0.9194,-0.1479
Chair,0.2192,-0.1504
Decor_9,-0.5728,-0.1968
decor_box,-0.8345,-0.667
milk_cup_2,0.6328,-0.6958
plane,0.8555,0.3608
Decor_8,-0.2461,-0.2041
wood,0.6768,-0.1812
ball_present,-0.6943,0.1152
wish_shock,0.5171,0.0264
stair,0.0679,0.2393
clock_box,0.6885,0.3623
candy_bar_present,-0.8066,-0.1069
decor_robe,-0.897,-0.2988
Kid_play_with_train,0.2598,-0.46
present_box_on_shell,0.8721,0.6455
decor_cilling,0.1064,0.8076
shoe,0.5762,-0.4956
picture_frame,0.4878,0.3066
elf,-0.8794,0.0835
present_window,-0.7671,0.2417
window_bell,-0.7861,0.3623
Decor_10,-0.4399,-0.2017
round_box,-0.7261,-0.2129
Cookies,0.3994,-0.7983
teddy,0.3203,0.459
Decor_6,-0.5142,0.0107
decor_5,-0.4771,-0.0557
decor_girl,-0.6797,-0.6494
male_decoring,0.0605,0.5894
light,0.2734,0.7104
tall_present,-0.3384,-0.4351
decor_4,-0.3267,-0.0171
head_train,-0.0469,-0.3242
Kid_look_at_train,-0.063,-0.5435
decor_1,-0.4189,0.2158
decor_2,-0.4966,0.1138
boy_playing_car,-0.3892,-0.7793
