name,x,y
singer,-0.0105,0.4113
mat4,-0.4789,0.0145
decor2,-0.827,0.2785
leaf3,-0.9543,-0.9238
leaf5,0.0332,-0.8848001
wallet,-0.8277,-0.1555
leaf2,0.893,-0.9104999
tree,-0.6578,0.302
firework5,0.857,0.6051
bottle2,0.9164001,0.0141
girl4,-0.6609,-0.1953
bush,-0.9125,-0.2387
phao3,-0.5312,-0.9109
cola,-0.1684,-0.2547
ball,0.5023,-0.5953
girl6,-0.1668,-0.5004
tree3,0.8883001,-0.3133
lightstick2,-0.5418,-0.2406
firework4,-0.6613,0.6273
work2,0.4254,0.407
apple,0.2719,-0.2738
kid,0.3258,-0.757
snail,0.7652,-0.3969
ballon2,-0.543,0.4863
girl7,-0.4711,0.0621
work,-0.427,0.4078
drummer,0.2152,0.3906
apple2,0.684,-0.1184
light,0.3027,0.6449
ribbon,0.9074,0.2906
boydance,0.8108999,-0.1094
mat5,0.0938,-0.1676
mat3,0.4102,-0.041
phao2,-0.7082,0.8016
banana,-0.3117,-0.0676
light4,-0.3027,0.6473
note2,0.0695,0.0035
bag (2),0.1473,-0.0977
boy2,-0.1277,-0.8258001
bag2,-0.3609,-0.4418
cloud,-0.8651999,0.8504
light2,-0.1391,0.6738
TV,0.4324,0.4789
sign,-0.4535,-0.5887
girl3,0.4844,-0.8382999
tree2,0.7477,0.3355
note,0.0172,-0.6836
popcorn3,-0.7723,-0.6113
can,0.2164,-0.15
speaker3,-0.182,0.2984
mat1,0.7238,-0.8254
rabbit,-0.6887,-0.9241999
basket,0.8672,-0.6559
guitar,-0.232,0.4125
speaker,-0.5219,0.2332
mat2,-0.3625,-0.2906
shiba,0.4555,-0.423
boy3,-0.3141,-0.8
firework6,0.6105,0.6105
leaf,-0.8578,-0.8979999
light1,-0.0129,0.675
chicken,-0.6012,-0.3535
decor3,-0.8816,0.7145
bush2,0.7867,0.1324
mat,-0.7562,-0.4805
girl5,0.427,0.0223
light3,0.1125,0.6738
boy,0.7031,-0.6414
camp,-0.6629,-0.7191
star4,0.1945,0.7543
phao,0.2387,-0.057
soc,0.6266,0.4281
decor,-0.8512,0.5297
drummer2,0.634,0.1035
kite,0.6219,0.7234
girldance,0.627,-0.3121
cloud3,0.9007999,0.8156
girldance4,0.0242,-0.4188
player,-0.7844,0.0699
lightstick,0.3008,-0.4332
speaker2,0.5188,0.2324
beerbox2,0.4348,-0.1871
firework3,-0.518,0.8512
cat,-0.2715,0.0836
pizza,-0.9012,-0.5617
girl,-0.7992,-0.3969
bag,-0.9145001,-0.0121
foodbag,-0.4434,-0.2348
hat,-0.9246,0.3848
trashcan2,0.9246,-0.4699
mom,0.2055,-0.6883
banner3,-0.2906,0.7652
girldance3,-0.1145,-0.0375
bird,0.8566,0.9078
star2,-0.0508,0.7906
girl2,-0.3023,-0.2289
firework2,0.493,0.8430001
binoculars,0.2156,0.0797
phone,-0.6035,0.0258
trashcan,-0.925,0.1504
