name,x,y
chair2,0.208,0.2837
women,-0.5645,-0.603
tree_pod_4_reuse,-0.5688,-0.3613
sale,-0.0278,0.6279
boy1,0.373,-0.4312
women2,-0.8364,0.1973
fruittable,0.5352,0.0845
prize,0.5806,0.2412
women3,-0.8071,-0.1587
girl1,-0.041,-0.0791
store4,-0.1655,0.4561
store2,-0.3828,0.0249
staff2,-0.1821,0.8789
shelf2,-0.4854,0.7505
table,0.0625,0.21
cashtable2,-0.7939,-0.5005
banana,0.8755,-0.5894
boxes,-0.605,0.1953
staff,0.4302,0.418
box3,0.0488,0.9194
fish,-0.5942,0.292
apple,0.313,-0.7495
store3,0.0869,-0.2896
meat,-0.8618,0.8848
baloon,-0.0361,-0.8506
cashtable,-0.4624,-0.7632
snack,0.8555,-0.0791
cart,0.3154,-0.8569
chair,-0.0059,0.1265
umbrela,0.5566,-0.2251
vegetable,0.6826,0.4072
bread,0.2144,0.3354
meatself,0.1709,0.7295
boy2,0.1313,-0.7344
girl2,-0.4951,0.4961
meat2,0.3247,0.8755
icecream,0.1113,0.251
light_decor_reuse,0.9351,0.9136
bag2,-0.7603,-0.6699
vege,0.73,0.3096
pot,-0.8735,-0.8726
corn,0.022,0.4185
girl_reuse,-0.041,0.1758
box2,0.4731,0.7783
cat,-0.2749,-0.2607
seller2,-0.4136,-0.7935
vege2,0.499,0.688
waterlemon,-0.8506,-0.3853
girl5,0.2617,0.0781
trashcan_reuse,0.8955,0.23
girl6,-0.71,-0.0527
basket2,-0.251,0.7441
smalltable2,-0.1001,-0.458
table1,0.7349,-0.3447
chesse,0.8755,-0.8188
candy2,0.8926,0.1079
bag,0.9224,0.5229
seller,0.606,-0.647
man,0.3042,0.4517
store1,0.73,0.7197
shelf,-0.7915,0.623
wallet,-0.2231,-0.8867
candy,-0.418,0.2759
smalltable,-0.5752,-0.1509
basket,-0.063,0.9097
