name,x,y
farmer2,0.3773,-0.5387
egg,-0.7586,-0.184
chick3,0.6156,0.0352
bee,0.6262,0.9117001
birdnet,-0.8313,0.7309
cloud2,-0.8641,0.8742
duck,-0.4027,-0.3461
fence2,-0.109,0.5645
flower,0.7152,0.548
bottle,-0.7066,-0.0836
bag,0.8711001,-0.2004
sunflower,0.9042999,0.5863
mushroom,0.8895,0.3965
broccoli,-0.8465,0.5586
horse,0.152,0.5133
wood (2),-0.3121,-0.1703
bird5,0.0102,0.8492001
fence3,0.8621,0.1551
girl4,0.1926,0.1824
straw,0.8477,-0.3805
pig,-0.5297,-0.0918
xe,0.7156,0.2816
waterlemon,-0.2367,-0.8633
wind,-0.2684,0.7195
banana,0,-0.3027
vege,0.6527,-0.9
airplane,0.2359,0.9164001
chicken2,0.2668,0.3555
orange,0.7043,0.7969
kite,-0.4504,0.8609
vege4,0.7355,-0.5887
corn,0.0746,-0.8972999
glover,0.568,-0.1191
shovel,0.6695,-0.3027
vege3,0.8629,-0.5652
dog2,0.1078,0.3617
basket,0.0016,-0.7074
glass,0.8988,0.2707
farmer3,0.5863,-0.6617
pumkin,0.0648,0.1672
sheep,0.3316,-0.2941
apple,0.6789,0.1715
rabbit,0.5676,0.7527
straw2,-0.1094,0.4086
shoe,0.482,-0.3766
duck2,-0.2078,-0.3801
rock2,-0.568,0.0219
car,0.5105,0.5742
bird3,0.227,-0.8332
cow,0.8387,-0.0156
fence,-0.8198999,0.1187
plant1,0.3254,0.6262
chicken,-0.0891,0.1531
potato,0.1926,-0.1836
chic1,0.3254,0.1672
girl6,-0.2629,-0.002
lua,-0.2941,0.3547
dragonfly2,-0.141,0.9117001
sign (2),-0.4723,-0.8496
tomato,-0.0957,-0.5488
shovel2,0.1777,-0.4191
leaf7,0.8953,-0.9301001
flower (2),-0.3797,0.0227
vegetable2,0.3574,-0.8297
bug,-0.5422,0.5844
hat,-0.2492,-0.6684
wells,-0.0148,-0.0637
leaf5,0.5684,-0.4637
shovel3,0.3992,-0.0547
cloud,0.4547,0.8742
lamp,-0.2465,0.1648
waterleaf2,-0.8472999,-0.3363
waterleaf,-0.3652,-0.4887
dog,-0.7395,-0.6848
bush,-0.8113,-0.8863
tree,0.7914,0.7043
chick2,0.3637,0.2645
kid,-0.4902,-0.6148
vege2,0.7582,-0.7898
bird,-0.8328,0.2141
shovel4,0.4887,-0.8867
glass2,0.4883,-0.2305
vegetable,0.9039,-0.7465
bag2,-0.8523,-0.0457
trashcan_reuse,-0.4055,0.1605
farmer,0.3211,-0.0398
farmer5,0.1016,-0.598
wood,-0.6359,-0.8219
sign,0.3375,0.773
duck3,-0.5531,-0.3043
sun,-0.6391,0.8898
bottle2,-0.6625,-0.3566
milk,0.7121,0.3949
house,0.1297,0.7012
water,-0.0164,0.2711
rock1,-0.5133,0.0867
farmer4,0.4941,0.2586
fish3,-0.8801001,-0.4496
carrot,-0.925,-0.6391
